11,collection,LUA_MENU_MP/MISSION_SCAVENGERHUNT_1_TITLE,MP_BR_INGAME/MISSION_SCAVENGERHUNT_1_DESC,10,LUA_MENU_MP/PROGRESS_TOTAL,ui_map_icon_obj_scavenger,default,,i,1,,,ui_mp_br_mapmenu_legend_tablet_scavengerhunt,MP_BR_INGAME/SCAVENGER_CONTRACT,ui_mp_br_contracts_splash_icon_scavengerhunt,,,scavenger,,,0,,,,
12,vip,LUA_MENU_MP/MISSION_VIP_1_TITLE,MP_BR_INGAME/MISSION_VIP_DESC_TEAM,,MP_BR_INGAME/MISSION_VIP_TARGET_1,ui_map_icon_obj_most_wanted,vip,1,p,,ui_map_icon_ph_most_wanted,,ui_map_icon_ph_most_wanted,MP_BR_INGAME/VIP_CONTRACT,ui_mp_br_contracts_splash_icon_hvt,,,vip,MP_BR_INGAME/MISSION_VIP_DESC_2_TEAM,,0,,,,
13,gt_extract_1,LUA_MENU_MP/EXTRACT_MISSION_1_TITLE,MP_BR_INGAME/EXTRACT_MISSION_1_DESC,,MP_BR_INGAME/EXTRACT_MISSION_TARGET,ui_map_icon_obj_extract,default,0,i,,,,,,,,,,,,0,,,,
14,gt_evac,LUA_MENU_MP/EVAC_MISSION_TITLE,MP_BR_INGAME/EVAC_MISSION_DESC,,,ui_map_icon_obj_extract,default,0,,,,,,,,,,,,,0,,,,
15,blueprintextract,LUA_MENU_MP/MISSION_EXTRACT_1_TITLE,,,MP_BR_INGAME/MISSION_EXTRACT_TARGET_1,ui_map_icon_obj_exfil,blueprintextract,1,p,1,brloot_blueprintextract_tablet,,ui_mp_br_mapmenu_legend_tablet_dom,MP_BR_INGAME/DOMINATION_CONTRACT,ui_mp_br_contracts_splash_icon_extraction,BRLootItemRarity.SpecialMission,,,,,0,,,,
16,attraction_racetrack,,,,,ui_mp_br_mapmenu_icon_poi_sb_race_vehicle,attraction_racetrack,1,,,br_attraction_rt,,ui_mp_br_mapmenu_icon_poi_sb_race_vehicle,MP_BR_INGAME/ATTRACT_RT_NAME,ui_mp_br_mapmenu_icon_poi_sb_race_vehicle,,,,,,0,,,,
17,attraction_racetrack_heli,,,,,ui_mp_br_mapmenu_icon_poi_sb_race_helo,attraction_racetrack,1,,,br_attraction_rt_h,,ui_mp_br_mapmenu_icon_poi_sb_race_helo,MP_BR_INGAME/ATTRACT_RT_HELI_NAME,ui_mp_br_mapmenu_icon_poi_sb_race_helo,,,,,,0,,,,
18,attraction_racetrack_parachute,,,,,ui_mp_br_mapmenu_icon_poi_sb_race_parachute,attraction_racetrack,1,,,br_attraction_rt_p,,ui_mp_br_mapmenu_icon_poi_sb_race_parachute,MP_BR_INGAME/ATTRACT_RT_PARACHUTE_NAME,ui_mp_br_mapmenu_icon_poi_sb_race_parachute,,,,,,0,,,,
19,secretstash,LUA_MENU_MP/MISSION_SECRETSTASH_1_TITLE,MP_BR_INGAME/MISSION_SECRETSTASH_1_DESC,,,ui_map_icon_obj_scavenger,secretstash,1,,,brloot_secretstash_tablet,,ui_mp_br_mapmenu_legend_tablet_scavengerhunt,MP_BR_INGAME/SECRETSTASH_CONTRACT,ui_mp_br_contracts_splash_icon_scavengerhunt,,,,,,0,,,,
20,smokinggun,LUA_MENU_MP/MISSION_SMOKINGGUN_1_TITLE,MP_BR_INGAME/MISSION_SMOKINGGUN_1_DESC,5,LUA_MENU_MP/PROGRESS_TOTAL,ui_mp_br_mapmenu_icon_x1_01_objective,default,0,i,1,,,ui_mp_br_mapmenu_icon_x1_01_objective,MP_BR_INGAME/SMOKINGGUN_CONTRACT,ui_mp_br_contracts_splash_icon_assassin,,LOOT_MP/EMBLEM,,,,0,,,,
21,history,LUA_MENU_MP/MISSION_HISTORY_TITLE,LUA_MENU_MP/MISSION_HISTORY_DESC,,,ui_mp_br_mapmenu_icon_x1_02_objective,default,0,i,1,,,ui_mp_br_mapmenu_icon_x1_02_objective,MP_BR_INGAME/HISTORY_CONTRACT,ui_mp_br_contracts_splash_icon_assassin,,LOOT_MP/CALLING_CARD,,,,0,,,,
22,x1stash,LUA_MENU_MP/MISSION_X1STASH_TITLE,LUA_MENU_MP/MISSION_X1STASH_DESC,3,,ui_mp_br_mapmenu_icon_x1_03_objective,default,0,i,1,,,ui_mp_br_mapmenu_icon_x1_03_objective,MP_BR_INGAME/X1STASH_CONTRACT,ui_mp_br_contracts_splash_icon_assassin,,LOOT_MP/CHARM,,,,0,,,,
23,x1fin,LUA_MENU_MP/MISSION_X1FIN_1_TITLE,MP_BR_INGAME/MISSION_X1FIN_DESC,,MP_BR_INGAME/MISSION_X1FIN_LOC,ui_mp_br_mapmenu_icon_x1_04_objective,default,0,s,1,,,ui_mp_br_mapmenu_icon_x1_04_objective,MP_BR_INGAME/X1FIN_CONTRACT,ui_mp_br_contracts_splash_icon_assassin,,LOOT_MP/WEAPON_BLUEPRINT,,,,0,,,,
24,br_demo,MP_DMZ_MISSIONS/DEMO_TITLE,MP_DMZ_MISSIONS/DEMO_DESC,,,ui_map_icon_obj_bomb_collect,,0,,,,,,,,,,demo,,,0,,,,
25,br_demo_first,MP_DMZ_MISSIONS/DEMO_TITLE,MP_DMZ_MISSIONS/DEMO_FIRST_DESC,,,ui_map_icon_obj_bomb_collect,,0,,,,,,,,,,demo,,,0,,,,
26,br_demo_second,MP_DMZ_MISSIONS/DEMO_TITLE,MP_DMZ_MISSIONS/DEMO_SECOND_DESC,,,ui_map_icon_obj_bomb_collect,,0,,,,,,,,,,demo,,,0,,,,
27,br_demo_defend,MP_DMZ_MISSIONS/DEMO_TITLE,MP_DMZ_MISSIONS/DEMO_DEFEND,,,ui_map_icon_obj_bomb_collect,,0,,,,,,,,,,demo,,,0,,,,
28,dmz_elimination,MP_DMZ_MISSIONS/DMZ_ELIM_TITLE,MP_DMZ_MISSIONS/DMZ_ELIM_DESC,,,ui_map_icon_obj_assassin,default,0,,,,,,,,,,elim,,,0,,,,
29,dmz_domination,MP_DMZ_MISSIONS/DMZ_DOM_TITLE,MP_DMZ_MISSIONS/DMZ_DOM_DESC,,,ui_map_icon_obj_intel,default,0,,,,,,,,,,dom,,,0,,,,
30,dmz_safe_find,MP_DMZ_MISSIONS/DMZ_SAFE_FIND_TITLE,MP_DMZ_MISSIONS/DMZ_SAFE_FIND_DESC,,,ui_map_icon_obj_recover,default,0,,,,,,,,,,safe,,,0,,,,
31,dmz_safe_defend,MP_DMZ_MISSIONS/DMZ_SAFE_DEFEND_TITLE,MP_DMZ_MISSIONS/DMZ_SAFE_DEFEND_DESC,,,ui_map_icon_obj_recover,default,0,,,,,,,,,,safe,,,0,,,,
32,dmz_safe_loot,MP_DMZ_MISSIONS/DMZ_SAFE_LOOT_TITLE,MP_DMZ_MISSIONS/DMZ_SAFE_LOOT_DESC,,,ui_map_icon_obj_recover,default,0,,,,,,,,,,safe,,,0,,,,
33,dmz_scavenger,MP_DMZ_MISSIONS/DMZ_SCAV_TITLE,MP_DMZ_MISSIONS/DMZ_SCAV_DESC,,,ui_map_icon_obj_scavenger,default,0,,,,,,,,,,,,,0,,,,
34,dmz_domination_explore,MP_DMZ_MISSIONS/DMZ_DOM_TITLE,MP_DMZ_MISSIONS/DMZ_DOM_EXPLORE_DESC,,,ui_map_icon_obj_intel,default,0,,,,,,,,,,dom,,,0,,,,
35,dmz_elimination_collect,MP_DMZ_MISSIONS/DMZ_ELIM_TITLE,MP_DMZ_MISSIONS/DMZ_ELIM_COLLECT_DESC,,,ui_map_icon_obj_assassin,default,0,,,,,,,,,,elim,,,0,,,,
36,dmz_massacre,MP_DMZ_MISSIONS/DMZ_MASS_TITLE,MP_DMZ_MISSIONS/DMZ_MASS_DESC,,,ui_map_icon_obj_assassin,default,0,,,,,,,,,,,,,0,,,,
37,dmz_search,MP_DMZ_MISSIONS/DMZ_SEARCH_TITLE,MP_DMZ_MISSIONS/DMZ_SEARCH_DESC,,,ui_map_icon_obj_scavenger,default,0,,,,,,,,,,search,,,0,,,,
38,dmz_supply,MP_DMZ_MISSIONS/DMZ_SUPPLY_TITLE,MP_DMZ_MISSIONS/DMZ_SUPPLY_DESC,,,ui_map_icon_obj_scavenger,default,0,,,,,,,,,,,,,0,,,,
39,dmz_escape,MP_DMZ_MISSIONS/DMZ_ESCAPE_TITLE,MP_DMZ_MISSIONS/DMZ_ESCAPE_DESC,,,ui_map_icon_obj_exfil,default,0,,,,,,,,,,,,,0,,,,
40,dmz_trap,MP_DMZ_MISSIONS/DMZ_TRAP_TITLE,MP_DMZ_MISSIONS/DMZ_TRAP_DESC,,,ui_map_icon_obj_trap,default,0,,,,,,,,,,trap,,,0,,,,
41,dmz_fortress_search,MP_DMZ_MISSIONS/DMZ_TRAP_TITLE,MP_DMZ_MISSIONS/DMZ_FORTRESS_SEARCH_DESC,,,ui_map_icon_obj_trap,default,0,,,,,,,,,,trap,,,0,,,,
42,dmz_confirm_kill,MP_DMZ_MISSIONS/DMZ_ELIM_TITLE,MP_DMZ_MISSIONS/DMZ_CONFIRM_KILL_DESC,,,ui_map_icon_obj_assassin,default,0,,,,,,,,,,elim,,,0,,,,
43,dmz_loot_stash,MP_DMZ_MISSIONS/DMZ_TRAP_TITLE,MP_DMZ_MISSIONS/DMZ_LOOT_STASH_DESC,,,ui_map_icon_obj_trap,default,0,,,,,,,,,,trap,,,0,,,,
44,dmz_search_bads,MP_DMZ_MISSIONS/DMZ_BADS_TITLE,MP_DMZ_MISSIONS/DMZ_BADS_DESC,,,ui_map_icon_obj_trap,default,0,,,,,,,,,,bads,,,0,,,,
45,dmz_clear_fortress,MP_DMZ_MISSIONS/DMZ_CLEAR_FORTRESS_TITLE,MP_DMZ_MISSIONS/DMZ_CLEAR_FORTRESS_DESC,,,ui_map_icon_obj_assassin,default,0,,,,,,,,,,clear,,,0,,,,
46,dmz_destroy_sam,MP_DMZ_MISSIONS/DMZ_DESTROY_SAM_TITLE,MP_DMZ_MISSIONS/DMZ_DESTROY_SAM_DESC,,,ui_map_icon_obj_bomb_collect,default,0,,,,,,,,,,sam,,,0,,,,
47,dmz_hostage,MP_DMZ_MISSIONS/DMZ_HOSTAGE_TITLE,MP_DMZ_MISSIONS/DMZ_HOSTAGE_DESC,,,ui_map_icon_obj_rescue,default,0,,,,,,,,,,hostage,,,0,,,,
48,dmz_hostage_transport,MP_DMZ_MISSIONS/DMZ_HOSTAGE_TITLE,MP_DMZ_MISSIONS/HOSTAGE_DESC_HLZ,,,ui_map_icon_obj_rescue,default,0,,,,,,,,,,hostage,,,0,,,,
49,dmz_vehicledrive,MP_DMZ_MISSIONS/VEHICLEDRIVE_TITLE,MP_DMZ_MISSIONS/VEHICLEDRIVE_DESC,,,ui_map_icon_obj_cargo_delivery,default,0,,,,,,,,,,vehicledrive,,,0,,,,
50,dmz_vehicledrive_explore,MP_DMZ_MISSIONS/VEHICLEDRIVE_TITLE,MP_DMZ_MISSIONS/VEHICLEDRIVE_EXPLORE_DESC,,,ui_map_icon_obj_cargo_delivery,default,0,,,,,,,,,,vehicledrive,,,0,,,,
51,dmz_geiger_search,MP_DMZ_MISSIONS/GEIGER_SEARCH_TITLE,MP_DMZ_MISSIONS/GEIGER_SEARCH_DESC,,,ui_map_icon_obj_geiger_search,default,0,i,1,,,,,,,,geiger,,,0,,,,
52,dmz_geiger_search_explore,MP_DMZ_MISSIONS/GEIGER_SEARCH_TITLE,MP_DMZ_MISSIONS/GEIGER_SEARCH_EXPLORE_DESC,,,ui_map_icon_obj_geiger_search,default,0,i,1,,,,,,,,geiger,,,0,,,,
53,dmz_geiger_search_loot,MP_DMZ_MISSIONS/GEIGER_SEARCH_TITLE,MP_DMZ_MISSIONS/GEIGER_SEARCH_LOOT_DESC,,,ui_map_icon_obj_geiger_search,default,0,,,,,,,,,,geiger,,,0,,,,
54,dmz_hunt,MP_DMZ_MISSIONS/HUNT_TITLE,MP_DMZ_MISSIONS/HUNT_DESC,,,ui_map_icon_obj_hunt,default,1,,,,,,,,,,hunt,,,0,,,,
55,dmz_boatdrive_wait,MP_DMZ_MISSIONS/BOATDRIVE_TITLE,MP_DMZ_MISSIONS/BOATDRIVE_WAIT_DESC,,,ui_map_icon_obj_cargo_ship,,0,,,,,,,,,,boatdrive,,,0,,,,
56,dmz_boatdrive,MP_DMZ_MISSIONS/BOATDRIVE_TITLE,MP_DMZ_MISSIONS/BOATDRIVE_DESC,,,ui_map_icon_obj_cargo_ship,,0,,,,,,,,,,boatdrive,,,0,,,,
57,dmz_boatdrive_explore,MP_DMZ_MISSIONS/BOATDRIVE_TITLE,MP_DMZ_MISSIONS/BOATDRIVE_EXPLORE_DESC,,,ui_map_icon_obj_cargo_ship,,0,,,,,,,,,,boatdrive,,,0,,,,
58,dmz_demo,MP_DMZ_MISSIONS/DEMO_TITLE,MP_DMZ_MISSIONS/DEMO_DESC,,,ui_map_icon_obj_bomb_collect,,0,,,,,,,,,,demo,,,0,,,,
59,dmz_demo_first,MP_DMZ_MISSIONS/DEMO_TITLE,MP_DMZ_MISSIONS/DEMO_FIRST_DESC,,,ui_map_icon_obj_bomb_collect,,0,,,,,,,,,,demo,,,0,,,,
60,dmz_demo_second,MP_DMZ_MISSIONS/DEMO_TITLE,MP_DMZ_MISSIONS/DEMO_SECOND_DESC,,,ui_map_icon_obj_bomb_collect,,0,,,,,,,,,,demo,,,0,,,,
61,dmz_demo_defend,MP_DMZ_MISSIONS/DEMO_TITLE,MP_DMZ_MISSIONS/DEMO_DEFEND,,,ui_map_icon_obj_bomb_collect,,0,,,,,,,,,,demo,,,0,,,,
62,dmz_supply_explore,MP_DMZ_MISSIONS/SUPPLY_TITLE,MP_DMZ_MISSIONS/SUPPLY_EXPLORE_DESC,,,ui_map_icon_obj_dmz_supply,,0,,,,,,,,,,supply,,,0,,,,
63,dmz_supply_fire,MP_DMZ_MISSIONS/SUPPLY_TITLE,MP_DMZ_MISSIONS/SUPPLY_FIRE_DESC,,,ui_map_icon_obj_dmz_supply,,0,,,,,,,,,,supply,,,0,,,,
64,dmz_supply_wait,MP_DMZ_MISSIONS/SUPPLY_TITLE,MP_DMZ_MISSIONS/SUPPLY_WAIT_DESC,,,ui_map_icon_obj_dmz_supply,,0,,,,,,,,,,supply,,,0,,,,
65,dmz_supply_loot,MP_DMZ_MISSIONS/SUPPLY_TITLE,MP_DMZ_MISSIONS/SUPPLY_LOOT_DESC,,,ui_map_icon_obj_dmz_supply,,0,,,,,,,,,,supply,,,0,,,,
66,dmz_convoy_attack,MP_DMZ_MISSIONS/CONVOY_ATTACK_TITLE,MP_DMZ_MISSIONS/CONVOY_ATTACK_DESTROY_DESC,,,ui_map_icon_obj_assassin,,0,,,,,,,,,,convoy_attack,,,0,,,,
67,dmz_hacker_phone,MP_DMZ_MISSIONS/HACKER_PHONE_TITLE,MP_DMZ_MISSIONS/HACKER_PHONE_DESC,,,ui_map_icon_obj_hacker,default,0,i,1,,,,,,,,hacker_phone,,1,0,,,,
68,dmz_scav,MP_DMZ_MISSIONS/SUPPLY_TITLE,MP_DMZ_MISSIONS/SCAV_EXPLORE_DESC,,,ui_map_icon_obj_dmz_supply,,0,i,1,,,,,,,,scav,,,0,,,,
69,strongholdInfil,LUA_MENU_MP/MISSION_INFILTRATION_TITLE,MP_BR_INGAME/INFILTRATION_CONTRACT_DESC,,,ui_map_icon_obj_fortress,timed_run,1,,,brloot_stronghold_infil_tablet,,ui_mp_br_mapmenu_legend_tablet_fortress,MP_BR_INGAME/INFILTRATION_CONTRACT,ui_mp_br_contracts_splash_icon_fortress,,,strongholdInfil,,,0,,,,
70,searchseizure,LUA_MENU_MP/MISSION_SEARCHSEIZURE_TITLE,MP_BR_INGAME/SEARCHSEIZURE_CONTRACT_DESC,,,ui_map_icon_obj_searchseizure,searchseizure,1,i,1,brloot_searchseizure_tablet,,ui_mp_br_mapmenu_legend_tablet_searchseizure,MP_BR_INGAME/SEARCHSEIZURE_CONTRACT,ui_mp_br_contracts_splash_icon_searchseizure,,,searchseizure,,,0,,,,
71,elite_arrow,MP_BR_INGAME/ELITE_ARROW_CONTRACT,MP_BR_INGAME/ELITE_ARROW_CONTRACT_DESC,,,hud_icon_objective_elite_site,default,1,,,,,,,,,,elite_arrow,,,0,,,,
72,strongholdInfil,LUA_MENU_MP/MISSION_INFILTRATION_TITLE,MP_BR_INGAME/INFILTRATION_CONTRACT_DESC,,,ui_map_icon_obj_fortress,timed_run,1,,,brloot_stronghold_infil_tablet,,ui_mp_br_mapmenu_legend_tablet_fortress,MP_BR_INGAME/INFILTRATION_CONTRACT,ui_mp_br_contracts_splash_icon_fortress,,,strongholdInfil,,,0,,,,
73,elite_safecracker,MP_BR_INGAME/ELITE_ARROW_CONTRACT,MP_BR_INGAME/ELITE_SAFECRACKER_CONTRACT_DESC,,,ui_map_icon_elite_safe,default,1,,,,,,,,,,safecracker,,,0,,,,
74,elite_chopper,MP_BR_INGAME/ELITE_ARROW_CONTRACT,MP_BR_INGAME/ELITE_CHOPPER_CONTRACT_DESC,,,ui_map_icon_elite_attack_chopper,default,1,,,,,,,,,,elite_chopper,,,0,,,,
75,elite_geiger,MP_BR_INGAME/ELITE_ARROW_CONTRACT,MP_BR_INGAME/ELITE_ARROW_CONTRACT_DESC,,,ui_map_icon_obj_geiger_search,default,1,,,,,,,,,,elite_geiger,,,0,,,,
76,hacker_phone,MP_BR_INGAME/HACKER_PHONE_CONTRACT,MP_BR_INGAME/HACKER_PHONE_CONTRACT_DESC_PARAM,,,ui_map_icon_obj_hacker,default,1,i,1,,,,MP_BR_INGAME/HACKER_PHONE_CONTRACT,,,,hacker_phone,,1,0,,,,
81,elite_geiger_search,MP_BR_INGAME/ELITE_GEIGER_SEARCH_TITLE,MP_BR_INGAME/ELITE_GEIGER_SEARCH_DESC,,,ui_map_icon_elite_geiger_search,default,1,i,1,,,,,,,,elite_geiger,,,0,,,,
82,elite_geiger_explore,MP_BR_INGAME/ELITE_GEIGER_SEARCH_TITLE,MP_BR_INGAME/ELITE_GEIGER_EXPLORE_DESC,,,ui_map_icon_elite_geiger_search,default,1,i,1,,,,,,,,elite_geiger,,,0,,,,
83,elite_geiger_loot,MP_BR_INGAME/ELITE_GEIGER_SEARCH_TITLE,MP_BR_INGAME/ELITE_GEIGER_LOOT_DESC,,,ui_map_icon_elite_geiger_search,default,1,,,,,,,,,,elite_geiger,,,0,,,,
84,elite_safecracker_loot,MP_BR_INGAME/ELITE_GEIGER_SEARCH_TITLE,MP_BR_INGAME/ELITE_SAFECRACKER_LOOT_DESC,,,ui_map_icon_elite_safe,default,1,,,,,,,,,,safecracker,,,0,,,,
85,elite_chopper_loot,MP_BR_INGAME/ELITE_GEIGER_SEARCH_TITLE,MP_BR_INGAME/ELITE_CHOPPER_LOOT_DESC,,,ui_map_icon_elite_attack_chopper,default,1,,,,,,,,,,elite_chopper,,,0,,,,
86,elite_resurgence,MP_BR_INGAME/ELITE_ARROW_CONTRACT,MP_BR_INGAME/ELITE_RESURGENCE_CONTRACT_DESC,,,ui_map_icon_elite_resurgence,default,1,,,,,,,,,,elite_resurgence,,,0,,,,
87,spy_drones,MP_BR_INGAME/SPY_DRONES_CONTRACT,MP_BR_INGAME/MISSION_SPY_DRONES_PROGRESS,7,MP_BR_INGAME/MISSION_SPY_DRONES_PROGRESS,ui_map_icon_obj_spy_drones,default,1,i,1,brloot_spy_drones_tablet,,,MP_BR_INGAME/SPY_DRONES_CONTRACT,,,,spy_drones,,,0,,,,
88,elite_arrow_resurgence,MP_BR_INGAME/ELITE_ARROW_CONTRACT,MP_BR_INGAME/ELITE_ARROW_CONTRACT_DESC,,,hud_icon_objective_elite_resurgence,default,1,,,,,,,,,,elite_arrow_resurgence,,,0,,,,
89,elite_resurgence_loot,MP_BR_INGAME/ELITE_ARROW_CONTRACT,MP_BR_INGAME/ELITE_RESURGENCE_CONTRACT_LOOT_DESC,,,ui_map_icon_elite_resurgence,default,1,,,,,,,,,,elite_resurgence,,,0,,,,
101,scavenger_mobile,LUA_MENU_MP/MISSION_SCAVENGERHUNT_1_TITLE,LUA_MENU_MOBILE/MISSION_SCAVENGER_DESC,3,LUA_MENU_MP/PROGRESS_TOTAL,ui_map_icon_obj_scavenger,scavenger_3,1,i,1,brloot_scavenger_tablet,,ui_mp_br_mapmenu_legend_tablet_scavengerhunt,MP_BR_INGAME/SCAVENGER_CONTRACT,ui_mp_br_contracts_splash_icon_scavengerhunt,,,scavenger,,,0,,,,
