team_revive,none,ui_mp_br_mission_reward_token,MP_BR_INGAME/TEAM_REVIVE,MP_BR_INGAME/LOOTCARD_SUBTITLE_TEAM_REWARD,,#hash_59d71dd6ea786155,0,0,0,0,
blueprint_chance,blueprint_chance,,,,,#hash_0,0,0,0,0,
loot_table,loot_table,,MP_BR_INGAME/LOOT_TABLE,,,#hash_0,0,0,0,0,
loot_table_token,none,,MP_BR_INGAME/LOOT_TABLE_TOKEN,,,#hash_0,0,0,0,0,#doesn't spawn a token - only here so it shows on ui
loot_cache_1,loot_cache,,MP_BR_INGAME/LOOT_CACHE,,,#hash_0,5,0,0,0,
loot_cache_2,loot_cache,,MP_BR_INGAME/LOOT_CACHE,,,#hash_0,5,1,1,1,
loot_cache_3,loot_cache,,MP_BR_INGAME/LOOT_CACHE,,,#hash_0,5,2,2,2,
reward_tier,reward_tier,,LUA_MENU/REWARD_TIER,,,#hash_0,1,1,1,1,#no icon so it wont display on loot card
reward_tier_1x,reward_tier,,LUA_MENU/REWARD_TIER,,,#hash_0,1,1,1,1,
reward_tier_2x,reward_tier,,LUA_MENU/REWARD_TIER,,,#hash_0,2,2,2,2,
reward_tier_3x,reward_tier,,LUA_MENU/REWARD_TIER,,,#hash_0,3,3,3,3,
reward_tier_4x,reward_tier,,LUA_MENU/REWARD_TIER,,,#hash_0,4,4,4,4,
loot_platepouch,loot_items,ui_mp_br_mission_reward_armor_satchel,EQUIPMENT/BR_PLATE_POUCH,MP_BR_INGAME/LOOTCARD_SUBTITLE_1_ITEM,,#hash_59d71dd6ea786155,brloot_plate_pouch,brloot_plate_pouch,brloot_plate_pouch,brloot_plate_pouch,
loot_platepouch_nosplash,loot_items,,EQUIPMENT/BR_PLATE_POUCH,MP_BR_INGAME/LOOTCARD_SUBTITLE_1_ITEM,ui_mp_br_mission_reward_armor_satchel,#hash_59d71dd6ea786155,brloot_plate_pouch,brloot_plate_pouch,brloot_plate_pouch,brloot_plate_pouch,
uav,uav,hud_icon_killstreak_uav,KILLSTREAKS/UAV,,,#hash_59d71dd6ea786155,uav,uav,uav,uav,
uav_directional,uav,hud_icon_killstreak_auav,KILLSTREAKS/DIRECTIONAL_UAV,,,#hash_59d71dd6ea786155,directional_uav,directional_uav,directional_uav,directional_uav,
uav_counter,uav,hud_icon_killstreak_uav,KILLSTREAKS/SCRAMBLER_DRONE,,,#hash_59d71dd6ea786155,counter_uav,counter_uav,counter_uav,counter_uav,
juggernaut,juggernaut,hud_icon_killstreak_juggernaut,KILLSTREAKS/JUGGERNAUT,,,#hash_59d71dd6ea786155,1,1,1,1,
