25,QUEST_0_ACT1_KEYCARD,JUP_OB_OBJECTIVES/QUEST_0_ACT1_KEYCARD_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT1_KEYCARD,,,jup_tac_contract_act_story_mission,D,,,,,,,,,,,QUEST_0_ACT1_KEYCARD,,1,0
26,REV_OB_DEFEND_MERCS_REFRACTORS,JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_BEGIN_TITLE,JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_REFRACTOR_DESCRIPTION,3,JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_REFRACTOR_DESCRIPTION,jup_ui_contract_act_merc_defend,,,i,1,,,,,,,,REV_OB_DEFEND_MERCS,,,0
27,REV_OB_DEFEND_MERCS_START_UPLOAD,JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_BEGIN_TITLE,JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_START_UPLOAD,,JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_START_UPLOAD,jup_ui_contract_act_merc_defend,,,i,1,,,,,,,,REV_OB_DEFEND_MERCS,,,0
28,REV_OB_SABOTAGE,JUP_OB_OBJECTIVES/SABOTAGE_ACTIVITY_BEGIN_TITLE,JUP_OB_OBJECTIVES/SABOTAGE_ACTIVITY_GO_TO_AREA,,,jup_tac_contract_act_aether_extractor,,0,,,,,,,,,,REV_OB_SABOTAGE,,,0
29,QUEST_0_ACT3_REACH_FACILITY,JUP_OB_OBJECTIVES/QUEST_0_ACT3_REACH_FACILITY_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_REACH_FACILITY,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_REACH_FACILITY,,1,0
30,QUEST_0_ACT3_ACTIVATE_NEUTRALIZER,JUP_OB_OBJECTIVES/QUEST_0_ACT3_ACTIVATE_NEUTRALIZER_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_ACTIVATE_NEUTRALIZER,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_ACTIVATE_NEUTRALIZER,,1,0
31,QUEST_0_ACT3_CLEAR_LZ,JUP_OB_OBJECTIVES/QUEST_0_ACT3_CLEAR_LZ_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_CLEAR_LZ,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_CLEAR_LZ,,1,0
32,QUEST_0_ACT3_DEFEAT_WORM,JUP_OB_OBJECTIVES/QUEST_0_ACT3_DEFEAT_WORM_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_DEFEAT_WORM,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_DEFEAT_WORM,,1,0
33,QUEST_0_ACT3_LOCATE_DEVICE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_LOCATE_DEVICE_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_LOCATE_DEVICE,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_LOCATE_DEVICE,,1,0
34,QUEST_0_ACT3_LOCATE_ENTRANCE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_LOCATE_ENTRANCE_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_LOCATE_ENTRANCE,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_LOCATE_ENTRANCE,,1,0
35,QUEST_0_ACT3_PLANT_EXPLOSIVE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_PLANT_EXPLOSIVE_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_PLANT_EXPLOSIVE,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_PLANT_EXPLOSIVE,,1,0
36,QUEST_0_ACT3_PROCEED_LZ,JUP_OB_OBJECTIVES/QUEST_0_ACT3_PROCEED_LZ_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_PROCEED_LZ,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_PROCEED_LZ,,1,0
37,QUEST_0_ACT3_REACH_FACILITY,JUP_OB_OBJECTIVES/QUEST_0_ACT3_REACH_FACILITY_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_REACH_FACILITY,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_REACH_FACILITY,,1,0
38,QUEST_0_ACT2_DESTROY_SAMSITES,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DESTROY_SAMSITES_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DESTROY_SAMSITES_DESC,2,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DESTROY_SAMSITES_DESC,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_ACT2_DESTROY_SAMSITES,,1,0
39,QUEST_0_ACT2_SECURE_AIRDROP,JUP_OB_OBJECTIVES/QUEST_0_ACT2_SECURE_AIRDROP_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_SECURE_AIRDROP_DESC,,,jup_tac_contract_act_story_mission,,0,,,,,,,,,,QUEST_0_ACT2_SECURE_AIRDROP,,1,0
40,QUEST_0_ACT2_SECURE_AIRDROP_CLEAR,JUP_OB_OBJECTIVES/QUEST_0_ACT2_SECURE_AIRDROP_CLEAR_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_SECURE_AIRDROP_CLEAR_DESC,,,jup_tac_contract_act_story_mission,,0,,,,,,,,,,QUEST_0_ACT2_SECURE_AIRDROP_CLEAR,,1,0
41,QUEST_0_ACT2_ESCORT_ACTIVATE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_ACTIVATE_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_ACTIVATE_DESC,,,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_ACT2_ESCORT_ACTIVATE,,1,0
42,QUEST_0_ACT2_ESCORT,JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_DESC,,,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_ACT2_ESCORT,,1,0
43,QUEST_0_ACT2_ESCORT_COMPLETE_CLEAR,JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_CLEAR_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_CLEAR_DESC,,,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_ACT2_ESCORT_COMPLETE_CLEAR,,1,0
44,QUEST_0_ACT2_DEFEND_START,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_START_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_START_DESC,,,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_ACT2_DEFEND_START,,1,0
45,QUEST_0_ACT2_DEFEND,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_DESC,,,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_ACT2_DEFEND,,1,0
46,QUEST_0_ACT2_DEFEND_DETONATE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_DETONATE_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_DETONATE_DESC,,,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_ACT2_DEFEND_DETONATE,,1,0
47,QUEST_0_ACT3_NEUTRALIZER_DEFEND,JUP_OB_OBJECTIVES/QUEST_0_ACT3_NEUTRALIZER_DEFEND_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_NEUTRALIZER_DEFEND,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_NEUTRALIZER_DEFEND,,1,0
48,MISSION_OBJ_CORRUPT_OBELISKS,JUP_OB_S1/MISSION_OBJ_CORRUPT_OBELISKS_TITLE,JUP_OB_S1/MISSION_OBJ_CORRUPT_OBELISKS_DESC,4,JUP_OB_S1/MISSION_OBJ_CORRUPT_OBELISKS_DESC,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,MISSION_OBJ_CORRUPT_OBELISKS,,1,0
49,MISSION_OBJ_ACTIVE_OBELISK,JUP_OB_S1/MISSION_OBJ_CORRUPT_OBELISKS_TITLE,JUP_OB_S1/MISSION_OBJ_ACTIVE_OBELISK_DESC,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,MISSION_OBJ_ACTIVE_OBELISK,,1,0
50,MISSION_OBJ_ESCAPE_RIFT,JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_TITLE,JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_DESC,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,MISSION_OBJ_ESCAPE_RIFT,,1,0
51,MISSION_OBJ_DEATHWORM,JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_TITLE,JUP_OB_S1/MISSION_OBJ_DEATHWORM_DESC,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,MISSION_OBJ_DEATHWORM,,1,0
52,MISSION_OBJ_LOOT_RIFT,JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_TITLE,JUP_OB_S1/MISSION_OBJ_LOOT_RIFT_DESC,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,MISSION_OBJ_LOOT_RIFT,,1,0
53,QUEST_INFILTRATE,JUP_OB_OBJECTIVES/QUEST_INFILTRATE_TITLE,JUP_OB_OBJECTIVES/QUEST_INFILTRATE,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_INFILTRATE,,1,0
54,QUEST_0_RIFT_S2_ENTERSTRONGHOLD,JUP_OB_S2/QUEST_0_RIFT_S2_ENTERSTRONGHOLD,JUP_OB_S2/QUEST_0_RIFT_S2_ENTERSTRONGHOLD_DESC,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_RIFT_S2_ENTERSTRONGHOLD,,,0
55,QUEST_0_RIFT_S2_RESCUEINTRO,JUP_OB_S2/QUEST_0_RIFT_S2_RESCUEINTRO,JUP_OB_S2/QUEST_0_RIFT_S2_RESCUEINTRO_DESC,,,jup_ui_map_icon_obj_toc,,,,,,,,,,,,QUEST_0_RIFT_S2_RESCUEINTRO,,,0
56,QUEST_0_RIFT_S2_RESCUEINTRO_PROTECT,JUP_OB_S2/QUEST_0_RIFT_S2_RESCUEINTRO_PROTECT,JUP_OB_S2/QUEST_0_RIFT_S2_RESCUEINTRO_PROTECT_DESC,,,jup_ui_icon_contract_act_outlast,,0,i,1,,,,,,,,QUEST_0_RIFT_S2_RESCUEINTRO_PROTECT,,,0
57,QUEST_0_RIFT_S2_ESCORT_INTRO,JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_INTRO,JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_INTRO_DESC,,,jup_tac_contract_act_story_mission,,,,1,,,,,,,,QUEST_0_RIFT_S2_ESCORT_INTRO,,,0
58,QUEST_0_RIFT_S2_ESCORT_PRE_EMP,JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_PRE_EMP,JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_PRE_EMP_DESC,4,JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_PRE_EMP_DESC,jup_ui_icon_contract_act_zombie_escort,,0,i,1,,,,,,,,QUEST_0_RIFT_S2_ESCORT_PRE_EMP,,,0
59,QUEST_0_RIFT_S2_ESCORT_EMP,JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_EMP,JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_EMP_DESC,4,JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_EMP_DESC,jup_ui_map_icon_hideout_recon_center,,0,i,1,,,,,,,,QUEST_0_RIFT_S2_ESCORT_EMP,,,0
60,QUEST_0_RIFT_S2_ESCORT_EMP_ENEMY,JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_EMP_ENEMY,JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_EMP_ENEMY_DESC,4,JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_EMP_ENEMY_DESC,jup_ui_map_icon_obj_emp_mimic,,0,i,1,,,,,,,,QUEST_0_RIFT_S2_ESCORT_EMP_ENEMY,,,0
61,REV_OB_ASSASSINATION,JUP_OB_OBJECTIVES/ASSASSINATION_ACTIVITY_TITLE,JUP_OB_OBJECTIVES/ASSASSINATION_ACTIVITY_DESC,,,jup_ui_icon_contract_act_big_bounty,,1,p,1,,,,,,,,REV_OB_ASSASSINATION,,,0
62,QUEST_0_RIFT_S3_FOLLOW_JANSEN,JUP_OB_S3/QUEST_0_RIFT_S3_FOLLOW_JANSEN,JUP_OB_S3/QUEST_0_RIFT_S3_FOLLOW_JANSEN_DESC,,JUP_OB_S3/QUEST_0_RIFT_S3_FOLLOW_JANSEN_DESC,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_RIFT_S3_FOLLOW_JANSEN,,1,0
63,QUEST_0_RIFT_S3_SPEAK_RAVENOV,JUP_OB_S3/QUEST_0_RIFT_S3_SPEAK_RAVENOV,JUP_OB_S3/QUEST_0_RIFT_S3_SPEAK_RAVENOV_DESC,,JUP_OB_S3/QUEST_0_RIFT_S3_SPEAK_RAVENOV_DESC,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_RIFT_S3_SPEAK_RAVENOV,,1,0
64,QUEST_0_RIFT_S3_INVESTIGATE_ORBS,JUP_OB_S3/QUEST_0_RIFT_S3_BREAK_STORM,JUP_OB_S3/QUEST_0_RIFT_S3_INVESTIGATE_ORBS_DESC,,JUP_OB_S3/QUEST_0_RIFT_S3_INVESTIGATE_ORBS_DESC,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_RIFT_S3_INVESTIGATE_ORBS,,1,0
65,QUEST_0_RIFT_S3_SHATTER_CRYSTALS,JUP_OB_S3/QUEST_0_RIFT_S3_BREAK_STORM,JUP_OB_S3/QUEST_0_RIFT_S3_SHATTER_CRYSTALS_DESC,2,JUP_OB_S3/QUEST_0_RIFT_S3_SHATTER_CRYSTALS_DESC,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_RIFT_S3_SHATTER_CRYSTALS,,1,0
66,QUEST_0_RIFT_S3_LOCATE_JANSEN,JUP_OB_S3/QUEST_0_RIFT_S3_LOCATE_JANSEN,JUP_OB_S3/QUEST_0_RIFT_S3_LOCATE_JANSEN_DESC,,JUP_OB_S3/QUEST_0_RIFT_S3_LOCATE_JANSEN_DESC,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_RIFT_S3_LOCATE_JANSEN,,1,0
67,QUEST_0_RIFT_S3_JANSEN_FLOAT,JUP_OB_S3/QUEST_0_RIFT_S3_LOCATE_JANSEN,JUP_OB_S3/QUEST_0_RIFT_S3_JANSEN_FLOAT_DESC,,JUP_OB_S3/QUEST_0_RIFT_S3_JANSEN_FLOAT_DESC,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_RIFT_S3_JANSEN_FLOAT,,1,0
68,QUEST_0_RIFT_S3_ASSIST_JANSEN,JUP_OB_S3/QUEST_0_RIFT_S3_ASSIST_JANSEN,JUP_OB_S3/QUEST_0_RIFT_S3_ASSIST_JANSEN_DESC,,JUP_OB_S3/QUEST_0_RIFT_S3_ASSIST_JANSEN_DESC,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_RIFT_S3_ASSIST_JANSEN,,1,0
69,QUEST_0_RIFT_S3_INVESTIGATE_RELIC,JUP_OB_S3/QUEST_0_RIFT_S3_BANISH_ENTITY,JUP_OB_S3/QUEST_0_RIFT_S3_INVESTIGATE_RELIC_DESC,,JUP_OB_S3/QUEST_0_RIFT_S3_INVESTIGATE_RELIC_DESC,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_RIFT_S3_INVESTIGATE_RELIC,,1,0
70,QUEST_0_RIFT_S3_CLEANSE_RELICS,JUP_OB_S3/QUEST_0_RIFT_S3_BANISH_ENTITY,JUP_OB_S3/QUEST_0_RIFT_S3_CLEANSE_RELICS_DESC,3,JUP_OB_S3/QUEST_0_RIFT_S3_CLEANSE_RELICS_DESC,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_RIFT_S3_CLEANSE_RELICS,,1,0
71,QUEST_0_RIFT_S3_DEFEAT_CHAMPION,JUP_OB_S3/QUEST_0_RIFT_S3_BANISH_ENTITY,JUP_OB_S3/QUEST_0_RIFT_S3_DEFEAT_CHAMPION_DESC,,JUP_OB_S3/QUEST_0_RIFT_S3_DEFEAT_CHAMPION_DESC,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_RIFT_S3_DEFEAT_CHAMPION,,1,0
72,QUEST_0_RIFT_S3_ESCAPE_RIFT,JUP_OB_S3/QUEST_0_RIFT_S3_ESCAPE_RIFT,JUP_OB_S3/QUEST_0_RIFT_S3_ESCAPE_RIFT_DESC,,JUP_OB_S3/QUEST_0_RIFT_S3_ESCAPE_RIFT_DESC,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_RIFT_S3_ESCAPE_RIFT,,1,0
73,REV_OB_TEAM_HUNT,JUP_OB_OBJECTIVES/TEAM_HUNT_ACTIVITY_TITLE,JUP_OB_OBJECTIVES/TEAM_HUNT_ACTIVITY_DESC,,,jup_ui_icon_contract_act_big_bounty,,1,,1,,,,,,,,REV_OB_TEAM_HUNT,,,0
74,QUEST_0_RIFT_S2_ESCORT_POST_MALL,JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_PRE_EMP,JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_POST_MALL_DESC,4,JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_POST_MALL_DESC,jup_ui_icon_contract_act_zombie_escort,,0,i,1,,,,,,,,QUEST_0_RIFT_S2_ESCORT_POST_MALL,,,0
75,QUEST_0_RIFT_S2_CLEAR_STRONGHOLD,JUP_OB_S2/QUEST_0_RIFT_S2_ENTERSTRONGHOLD,JUP_OB_S2/QUEST_0_RIFT_S2_CLEAR_STRONGHOLD_DESC,15,JUP_OB_S2/QUEST_0_RIFT_S2_CLEAR_STRONGHOLD_DESC,jup_ui_map_icon_obj_toc,,0,i,1,,,,,,,,QUEST_0_RIFT_S2_CLEAR_STRONGHOLD,,1,0
76,QUEST_0_RIFT_S2_MEET_FLETCHER,JUP_OB_S2/QUEST_0_RIFT_S2_ENTERSTRONGHOLD,JUP_OB_S2/QUEST_0_RIFT_S2_MEET_FLETCHER_DESC,,,jup_ui_map_icon_obj_toc,,,,,,,,,,,,QUEST_0_RIFT_S2_MEET_FLETCHER,,,0
77,QUEST_0_RIFT_S2_REGROUP_POST_MALL,JUP_OB_S2/QUEST_0_RIFT_S2_ESCORT_INTRO,JUP_OB_S2/QUEST_0_RIFT_S2_REGROUP_POST_MALL_DESC,,,jup_ui_map_icon_obj_toc,,,,,,,,,,,,QUEST_0_RIFT_S2_REGROUP_POST_MALL,,,0
